,bathrooms,has3DModel,propertyType,lotAreaValue,unit,priceChange,zestimate,daysOnZillow,datePriceChanged,price,bedrooms,longitude,hasVideo,latitude,zpid,rentZestimate,lotAreaUnit,livingArea,Street Address,City,State/ZIP
547,4,0,CONDO,,2,,2952900.0,10,,2995000,3.0,-73.99071,False,40.682674,338823252,9360,,2146,118 Douglass St #2,Brooklyn,NY 11231
548,2,0,SINGLE_FAMILY,2613.6,BUILDER_SPEC,-30000.0,596500.0,66,1737964800000.0,598888,3.0,-74.08706,False,40.63623,442993740,,sqft,1950,49 Pine St,Staten Island,NY 10301
553,1,0,CONDO,,Apt 4B,1000.0,495200.0,31,1735804800000.0,500000,1.0,-73.9783,False,40.76406,72519013,4187,,700,125 W 56th St APT 4B,New York,NY 10019
554,1,0,CONDO,,Apt 1D,,,18,,160000,1.0,-73.899025,False,40.891396,244472803,,,750,4410 Cayuga Avenue #1D,Bronx,NY 10471
556,1,0,CONDO,,Suite 1E,-50000.0,,53,1733904000000.0,350000,2.0,-74.0238,False,40.62105,244996299,2299,,1000,8502 Fort Hamilton Pkwy SUITE 1E,Brooklyn,NY 11209
557,1,0,CONDO,,Apt 3B,,288300.0,112,,289999,2.0,-73.93759,False,40.655216,79710976,2847,,1000,40 E 43rd Street #3B,Brooklyn,NY 11203
559,2,0,CONDO,,2B1,,787600.0,3,,799000,2.0,-73.97572,False,40.604343,446231016,,,2151,390 Kings Hwy #2B1,Brooklyn,NY 11223
560,2,0,CONDO,,Apt 5,,,11,,6000000,3.0,-74.00936,False,40.723675,244723197,3994,,0,463 Greenwich St APT 5,New York,NY 10013
562,1,0,CONDO,,Apt 6C,,972300.0,31,,990000,2.0,-73.99476,False,40.69337,122142205,4448,,786,245 Henry St APT 6C,Brooklyn,NY 11201
563,1,0,CONDO,,Apt 2D,-6000.0,,450,1736496000000.0,89000,1.0,-73.92429,False,40.83647,215948651,,,850,1177 Anderson Avenue #2D,Bronx,NY 10452
564,1,0,CONDO,,Apt C10,-17000.0,573900.0,109,1738224000000.0,573000,3.0,-73.955635,False,40.652927,216121711,3347,,772,2107 Bedford Ave APT C10,Brooklyn,NY 11226
568,1,0,CONDO,,1A,,505000.0,73,,465000,1.0,-73.98542,False,40.78093,442771540,,,0,8 Riverside Dr W #1A,New York,NY 10023
569,2,0,CONDO,,Apt A4,,,9,,375000,2.0,-73.85825,False,40.57838,245460480,,,1100,518 Beach 139th Street #A4,Belle Harbor,NY 11694
572,1,0,CONDO,,Apt 7B,,,132,,175000,2.0,-73.90774,False,40.867596,244445030,2620,,950,2545 Sedgwick Ave APT 7B,Bronx,NY 10468
574,1,0,CONDO,,3E,-25000.0,155600.0,332,1733299200000.0,150000,1.0,-73.88447,False,40.753643,2080384566,2174,,,82-16 34 Avenue #3E,Jackson Heights,NY 11372
576,1,0,CONDO,,Apt 3C,,50300.0,317,,96400,0.0,-73.93507,False,40.79473,345380900,2558,,0,424 E 115th St APT 3C,New York,NY 10029
577,3,0,CONDO,,215-35,,,17,,668000,3.0,-73.77647,False,40.784637,444377632,,,2000,17-39 215th Street 215th Street #35,Bayside,NY 11360
578,2,0,TOWNHOUSE,,102B,,,20,,748000,2.0,-73.73167,False,40.746967,32097225,,,1170,24224 Oak Park Drive #102B,Douglaston,NY 11362
581,1,0,CONDO,,Apt 3R,,,20,,600000,2.0,-73.97644,False,40.745644,244825544,7690,,0,234 E 35th St APT 3R,New York,NY 10016
582,3,0,CONDO,,Townhouse 1,-76000.0,2714800.0,59,1736755200000.0,2799000,3.0,-73.96253,False,40.71443,443177898,,,1679,123 S 1st St #TOWNHOUSE 1,Brooklyn,NY 11249
583,1,0,CONDO,,Apt 3,,,25,,1100000,2.0,-73.98224,False,40.724983,244841136,7056,,1100,533 E 6th St APT 3,New York,NY 10009
586,1,0,CONDO,,Apt 5C,,223200.0,10,,225000,1.0,-73.93357,False,40.59885,91949319,2571,,1000,2229 Knapp St APT 5C,Brooklyn,NY 11229
587,2,0,CONDO,,5A,,578400.0,170,,599000,2.0,-73.84995,False,40.730766,2068715449,3179,,789,105-25 65th Rd #5A,Forest Hills,NY 11375
591,2,0,CONDO,,Apt 4A,,1148300.0,3,,1100000,2.0,-73.98496,False,40.779575,92428425,4380,,0,255 W End Ave APT 4A,Manhattan,NY 10023
593,1,0,CONDO,,Apt 5F,-20000.0,477000.0,173,1737619200000.0,478000,2.0,-73.90794,False,40.746273,112902451,2836,,1000,39-75 56th St APT 5F,Woodside,NY 11377
598,1,0,CONDO,,Apt 11L,,,40,,230000,2.0,-73.80117,False,40.705273,79488201,,,1300,89-15 PARSONS Boulevard #11-L,Jamaica,NY 11432
600,1,0,CONDO,,Apt 3M,,,192,,149000,1.0,-73.84374,False,40.659336,245433277,1847,,875,8935 155th Ave APT 3M,Howard Beach,NY 11414
601,1,0,CONDO,,Apt 4D,20000.0,,316,1716879600000.0,189000,1.0,-73.94496,False,40.648865,82382066,2354,,,3400 Snyder Avenue #4D,Brooklyn,NY 11203
604,1,0,CONDO,,Apt 4C,,,310,,499000,1.0,-74.00053,False,40.740387,72515400,4157,,0,234 W 16th St APT 4C,New York,NY 10011
606,2,0,CONDO,,Apt 3B,,1614100.0,5,,1650000,2.0,-73.95273,False,40.723835,2105254561,4954,,1100,82 Guernsey St APT 3B,Brooklyn,NY 11222
607,1,0,CONDO,,24,-10000.0,,59,1736150400000.0,299995,2.0,-73.94103,False,40.833664,244800657,4328,,0,1987 Amsterdam Ave #24,New York,NY 10032
609,2,0,CONDO,,Apt 1E,-50000.0,,31,1735891200000.0,1295000,2.0,-73.94878,False,40.718857,145589727,7226,,1255,415 Leonard St APT 1E,Brooklyn,NY 11222
610,1,0,CONDO,,Apt 14C,,696900.0,6,,695000,1.0,-73.981224,False,40.76287,63867248,3764,,0,159 W 53rd St APT 14C,New York,NY 10019
611,1,0,APARTMENT,1306.8,10A,,422700.0,33,,425000,2.0,-74.15907,False,40.625584,32307236,2571,sqft,1132,10A Heaney Ave #10A,Staten Island,NY 10303
612,5,0,MULTI_FAMILY,,3-FAM,,,6,,1500000,5.0,-73.942215,False,40.688335,446402937,,,2957,450 Throop Ave #3-FAM,Brooklyn,NY 11221
614,3,0,CONDO,,Apt 9C,-55000.0,,383,1717484400000.0,975000,3.0,-73.97841,False,40.74728,244751027,8911,,0,138 E 36th St APT 9C,New York,NY 10016
616,4,0,SINGLE_FAMILY,4000.0,BUILDER_SPEC,-79000.0,1282600.0,179,1728543600000.0,1299000,4.0,-73.725494,False,40.737186,2060635553,4566,sqft,2000,82-19 242nd Street,Bellerose,NY 11426
617,2,0,CONDO,,Apt 3B,-75000.0,,246,1736755200000.0,1425000,2.0,-74.00884,False,40.736023,72514684,8567,,0,148 Bank St APT 3B,New York,NY 10014
619,1,0,CONDO,0.57,Apt 205,,333900.0,89,,340000,2.0,-73.98404,False,40.70022,89459682,3345,acres,500,167 Sands St APT 205,Brooklyn,NY 11201
620,1,0,CONDO,,E,,197200.0,122,,199000,1.0,-73.950516,False,40.80639,219707134,2717,,0,206 W 121st St #E,New York,NY 10027
626,2,0,CONDO,,C,,395000.0,235,,395000,2.0,-73.95095,False,40.641026,442154120,,,1250,2711 Avenue D #C,Brooklyn,NY 11226
628,1,0,CONDO,,Apt GF,,,4,,320000,1.0,-73.91212,False,40.74792,446671188,,,700,39-30 52nd Street #GF,Woodside,NY 11377
629,1,0,CONDO,,234A1,-15000.0,330700.0,92,1733558400000.0,330000,2.0,-73.75378,False,40.738792,79743489,2402,,750,219-54 75th Avenue #234A-1,Bayside,NY 11364
639,1,0,CONDO,,Apt 4E,,220200.0,4,,220000,1.0,-73.86199,False,40.837673,29801082,2724,,0,1439 Wood Rd APT 4E,Bronx,NY 10462
645,1,0,CONDO,,Unit 2G,,224300.0,102,,224900,1.0,-73.78388,False,40.780914,441988693,,,925,18-35 Corporal Kennedy Street #2G,Bayside,NY 11360
646,1,0,CONDO,,Apt 2,-20000.0,623500.0,13,1729234800000.0,595000,3.0,-73.9585,False,40.8109,2111060038,3549,,0,501 W 122nd St APT 2,New York,NY 10027
647,2,0,CONDO,,3A,,1384700.0,29,,1395000,2.0,-73.95458,False,40.745667,443930883,,,1040,5-26 47th Ave #3A,Long Island City,NY 11101
648,1,0,CONDO,,1N,,,35,,165000,1.0,-73.94624,False,40.615463,245043984,3430,,600,2807 Kings Hwy #1N,Brooklyn,NY 11229
649,3,0,CONDO,,76,-50000.0,448900.0,103,1736841600000.0,449000,3.0,-73.91717,False,40.627987,30780014,3525,,1199,1086 E 73rd St #76,Brooklyn,NY 11234
650,1,0,CONDO,,F-2,,341800.0,23,,339900,2.0,-73.73306,False,40.7556,443865002,,,950,61-26 245th Place #F-2,Douglaston,NY 11362
651,2,0,CONDO,,Apt 6E,-95000.0,,626,1715929200000.0,500000,2.0,-73.97012,False,40.761642,244881756,7175,,1200,465 Park Ave APT 6E,New York,NY 10022
652,2,0,CONDO,,Apt 1A,,,6,,895000,2.0,-73.96942,False,40.69442,245051881,5603,,850,110 Clinton Ave APT 1A,Brooklyn,NY 11205
653,1,0,CONDO,,Apt 3B,-5000.0,445900.0,4,1738137600000.0,445000,2.0,-73.83874,False,40.721233,79511533,3284,,0,7210 112th St APT 3B,Flushing,NY 11375
656,1,0,CONDO,,Apt 1L,,242200.0,138,,245000,2.0,-73.900055,False,40.902058,120560939,2454,,1100,5425 Valles Ave APT 1L,Bronx,NY 10471
657,2,0,CONDO,,4FG,,1965300.0,12,,1999000,3.0,-73.9553,False,40.7698,2054901231,8347,,1735,330 E 75th St #4FG,New York,NY 10021
659,1,0,CONDO,,Apt 14,,624200.0,11,,615000,1.0,-74.00059,False,40.744747,82786590,4245,,0,325 W 21st St APT 14,New York,NY 10011
663,1,0,CONDO,,1E,,272200.0,202,,269000,2.0,-73.846924,False,40.66831,336857471,2247,,0,88-08 151st Ave #1E,Queens,NY 11414
666,2,0,CONDO,,Apt A1410,,,1,,1750000,3.0,-73.956345,False,40.76778,446830184,,,0,360 E 72nd St APT A1410,New York,NY 10021
671,1,0,CONDO,,Apt 4A,-10000.0,339300.0,354,1728370800000.0,340000,1.0,-73.94185,False,40.691353,2057809051,2662,,667,775 Lafayette Ave APT 4A,Brooklyn,NY 11221
672,4,0,CONDO,,Unit Penthouse 21,-400000.0,2138000.0,135,1731484800000.0,2200000,3.0,-73.9482,False,40.771084,439968312,,,3000,10 E End Ave UNIT PENTHOUSE 21,New York,NY 10075
674,2,0,CONDO,,Apt 5F,,,226,,370000,2.0,-73.91481,False,40.882935,244472299,3588,,1100,640 W 231st St APT 5F,Bronx,NY 10463
682,6,0,CONDO,,Penthouse 1,,17268100.0,10,,18500000,5.0,-73.959,False,40.771397,444366311,,,4230,200 E 75th St #PENTHOUSE 1,New York,NY 10021
685,3,0,CONDO,,16MN,-75000.0,1701800.0,100,1733299200000.0,1720000,3.0,-73.97853,False,40.7462,442072226,,,1800,155 E 34th St #16MN,New York,NY 10016
691,2,0,CONDO,,Apt 8A,-20000.0,446800.0,89,1733644800000.0,449000,3.0,-73.79961,False,40.79285,89668952,3580,,1300,9-05 162 St. #8A,Beechhurst,NY 11357
692,1,0,CONDO,,1D,,506400.0,4,,499000,1.0,-73.960594,False,40.667538,79720883,2720,,0,35 Crown St #1D,Brooklyn,NY 11225
696,1,0,CONDO,,Apt 4E,,787100.0,20,,735000,2.0,-73.9938,False,40.7309,2078609067,4870,,0,54 E 8th St APT 4E,New York,NY 10003
698,1,0,CONDO,,Apt E403,-24000.0,,339,1721113200000.0,475000,1.0,-73.97915,False,40.713215,342782513,2900,,550,575 Grand St APT E403,New York,NY 10002
700,1,0,CONDO,,Apt 4L,,576300.0,126,,550000,1.0,-73.9801,False,40.68084,440924779,,,0,638 Warren St APT 4L,Brooklyn,NY 11217
702,1,0,CONDO,,955,,387900.0,67,,385000,2.0,-73.72292,False,40.756756,443113269,,,960,61-46 Little Neck Parkway #955,Little Neck,NY 11362
703,1,0,CONDO,,D42,,968300.0,11,,949000,2.0,-73.9933,False,40.700027,446023327,,,0,55 Hicks St #D42,Brooklyn,NY 11201
704,1,0,CONDO,,Apt 3L,,,45,,170000,1.0,-73.82652,False,40.845566,244472640,,,700,3121 Middletown Road #3L,Bronx,NY 10461
705,2,0,CONDO,,Apt 5A,,542800.0,7,,550000,2.0,-74.001724,False,40.640198,112498383,2746,,715,871 50th St APT 5A,Brooklyn,NY 11220
707,2,0,CONDO,,4G,-195000.0,2879900.0,121,1737360000000.0,2900000,3.0,-74.0057,False,40.7206,2067648896,12393,,1450,260 W Broadway #4G,New York,NY 10013
709,1,0,CONDO,,Apt 2FN,,,76,,415000,2.0,-73.989944,False,40.762794,244702928,3480,,0,715 9th Ave APT 2FN,New York,NY 10019
710,6,0,MULTI_FAMILY,,Floor 2,,1734100.0,31,,1750000,6.0,-74.02706,False,40.631527,443738758,,,2845,327 Bay Ridge Pkwy FLOOR 2,Brooklyn,NY 11209
713,2,0,TOWNHOUSE,,Unit 1,-20000.0,715100.0,118,1737705600000.0,718888,3.0,-73.846436,False,40.733265,441747272,,,1200,110-19 64 Road #1,Forest Hills,NY 11375
714,4,0,SINGLE_FAMILY,,1,,,152,,1695000,3.0,-74.03318,False,40.629807,439929431,,,1536,149 79th St #1,Brooklyn,NY 11209
715,1,0,CONDO,,151B,,208600.0,74,,209000,1.0,-73.72111,False,40.750736,2056736315,2029,,665,71-38 Little Neck Parkway #151B,Bellerose,NY 11426
716,1,0,CONDO,,2D,-3000.0,245500.0,192,1729839600000.0,256000,1.0,-73.765335,False,40.757267,346604101,,,700,215-30 47th Avenue #2D,Bayside,NY 11361
718,1,0,CONDO,,Apt 2F,,,3,,285000,2.0,-73.85652,False,40.83861,29804777,,,892,1554 Unionport Road #2F,Bronx,NY 10462
720,6,0,CONDO,,Unit PENTHOUSE,,26980200.0,19,,29000000,5.0,-73.955864,False,40.782627,442154229,,,7000,1110 Park Ave UNIT PENTHOUSE,New York,NY 10128
721,3,0,CONDO,,Apt 29D,,1775000.0,6,,1772000,2.0,-73.98209,False,40.776104,63868753,6373,,1179,155 W 68th St APT 29D,New York,NY 10023
724,2,0,CONDO,,907,-114000.0,672400.0,222,1733558400000.0,660000,3.0,-73.94943,False,40.80236,353456056,4968,,0,130 Lenox Ave #907,New York,NY 10026
727,1,0,CONDO,,Apt 6B,447.0,,26,1736150400000.0,168500,2.0,-73.91769,False,40.87978,2054461022,,,850,80 Knolls Crescent #6B,Bronx,NY 10463
731,1,0,CONDO,,Apt 1006,,379300.0,53,,360000,1.0,-73.967865,False,40.76516,443274708,,,0,575 Park Ave APT 1006,New York,NY 10065
734,2,0,CONDO,1400.0,Apt 7-G,,,0,,595000,3.0,-73.91969,False,40.879963,123948764,,sqft,1400,2550 Independence Avenue #7G,Bronx,NY 10463
736,5,0,MULTI_FAMILY,3920.4,NEW_CONSTRUCTION_TYPE_OTHER,-50000.0,1188000.0,96,1737360000000.0,1199900,4.0,-74.16722,False,40.608143,442124468,,sqft,2473,135 Sommer Ave,Staten Island,NY 10314
738,3,0,TOWNHOUSE,1742.4,D,,463300.0,159,,469000,3.0,-74.24291,False,40.510113,2058662298,3350,sqft,1233,7382 Amboy Rd #D,Staten Island,NY 10307
742,1,0,SINGLE_FAMILY,1553.0,A,,,380,,330000,3.0,-73.93831,False,40.585052,2053180009,2905,sqft,612,14A Lake Avenue #A,Brooklyn,NY 11235
743,1,0,CONDO,,Apt 11E,,,4,,575000,1.0,-73.976006,False,40.790863,244841613,8153,,0,600 W End Ave APT 11E,New York,NY 10024
744,1,0,CONDO,,Apt 5A,,,44,,375000,2.0,-73.79779,False,40.79324,79740383,,,1000,7-24 166 Street #5A,Beechhurst,NY 11357
748,1,0,CONDO,,4B,-1000.0,,5,1737964800000.0,298000,1.0,-73.85411,False,40.721626,294925599,,,800,71-11 Yellowstone  Boulevard #4B,Forest Hills,NY 11375
751,2,0,SINGLE_FAMILY,,H,,761500.0,35,,749000,3.0,-73.845924,False,40.69825,443658030,,,0,102-20 85th Ave #H,Richmond Hill,NY 11418
753,5,0,MULTI_FAMILY,5000.0,NEW_CONSTRUCTION_TYPE_OTHER,-5000.0,,19,1738310400000.0,1695000,8.0,-73.77955,False,40.674194,32188092,,sqft,3000,131-04 160th Street,Jamaica,NY 11434
754,1,0,CONDO,,Apt 2D,,,107,,450000,2.0,-73.99758,False,40.64317,245032577,2524,,0,4313 9th Ave APT 2D,Brooklyn,NY 11232
756,2,0,CONDO,,Unit PENTHOUSE,-40000.0,,989,1736841600000.0,1250000,3.0,-73.94931,False,40.77538,442155320,,,1034,419 E 84th St UNIT PENTHOUSE,New York,NY 10028
757,2,0,TOWNHOUSE,871.2,NEW_CONSTRUCTION_TYPE_OTHER,20000.0,,179,1736496000000.0,359000,2.0,-74.07259,False,40.61964,32318435,2834,sqft,1160,22 Greenfield Ct,Staten Island,NY 10304
758,1,0,CONDO,,Apt 4D,-25000.0,699500.0,59,1733385600000.0,700000,1.0,-74.00236,False,40.732162,72513693,4888,,500,15 Jones St APT 4D,New York,NY 10014
762,1,0,CONDO,,Apt 19,,,52,,415000,1.0,-73.97558,False,40.782627,244791648,3817,,0,102 W 80th St APT 19,New York,NY 10024
764,5,0,CONDO,,Unit PENTHOUSE,,13931700.0,5,,14450000,4.0,-74.003654,False,40.71913,442172760,,,7185,43 Walker St UNIT PENTHOUSE,New York,NY 10013
765,1,0,CONDO,435.6,Apt 2N,-10000.0,,82,1738051200000.0,239000,0.0,-73.97665,False,40.669308,245070543,7951,sqft,500,300 8th Ave APT 2N,Brooklyn,NY 11215
766,2,0,CONDO,,Apt 2,,2222200.0,13,,2250000,2.0,-73.97796,False,40.6772,94719038,7698,,1342,53 Lincoln Pl APT 2,Brooklyn,NY 11217
769,1,0,CONDO,,Apt 5H,,472500.0,111,,449000,1.0,-73.99451,False,40.69381,82235111,3823,,0,100 Remsen St APT 5H,Brooklyn,NY 11201
770,1,0,CONDO,,Apt 2B,-30000.0,969300.0,276,1736064000000.0,969500,2.0,-73.9874,False,40.7189,2104328194,5963,,841,105 Norfolk St APT 2B,New York,NY 10002
772,3,0,MULTI_FAMILY,,Floor 1,,,5,,759000,4.0,-73.9051,False,40.639847,446653298,,,1728,1231 Remsen Ave FLOOR 1,Brooklyn,NY 11236
777,1,0,CONDO,,Apt 4E,,149100.0,10,,149000,1.0,-73.9061,False,40.9052,2106314949,2207,,750,5635 Netherland Avenue #4E,Bronx,NY 10471
778,6,0,CONDO,,34CD,,2534700.0,12,,2595000,6.0,-73.9612,False,40.7698,325627194,7347,,4000,190 E 72nd St #34CD,Manhattan,NY 10021
780,1,0,TOWNHOUSE,,Unit 169B2,,,9,,375000,2.0,-73.75108,False,40.739525,219875784,,,900,75-18 Springfield Boulevard #169B2,Oakland Gardens,NY 11364
781,3,0,CONDO,,Apt 12,-500000.0,3031900.0,79,1731657600000.0,2995000,3.0,-73.99488,False,40.749252,31503376,18499,,0,252 W 30th St APT 12,New York,NY 10001
782,1,0,CONDO,,Apt 6G,-15000.0,271800.0,159,1735977600000.0,270000,2.0,-73.92531,False,40.629932,337601634,2648,,1000,1200 E 53rd St APT 6G,Brooklyn,NY 11234
783,3,0,CONDO,,Apt 8D,,,514,,550000,3.0,-73.96516,False,40.754032,244827334,8198,,0,420 E 51st St APT 8D,New York,NY 10022
784,2,0,CONDO,,B6G,,,190,,450000,2.0,-73.93649,False,40.700306,402458277,,,936,68 Garden Street #B6G,Brooklyn,NY 11206
786,1,0,CONDO,,Apt 1C,,,11,,559000,1.0,-73.98967,False,40.721436,244854006,3799,,0,169 Allen St APT 1C,New York,NY 10002
787,1,0,CONDO,,Apt 3C,-24000.0,73000.0,22,1737187200000.0,75000,0.0,-73.896645,False,40.848328,443900671,,,427,495 E 178th Street #3C,Bronx,NY 10457
790,2,0,SINGLE_FAMILY,,1,,768800.0,12,,779000,3.0,-73.77512,False,40.6898,445922647,,,1496,115-32 174th St #1,Jamaica,NY 11434
793,2,0,CONDO,,Apt 2F,,968800.0,37,,895000,2.0,-73.976456,False,40.7835,2120223276,6230,,0,151 W 80th St APT 2F,New York,NY 10024
798,1,0,CONDO,,Apt B3,,452700.0,108,,455000,2.0,-74.00901,False,40.649418,441783365,,,800,4407 4th Ave APT B3,Brooklyn,NY 11220
800,1,0,CONDO,,Apt 6,-9000.0,735900.0,285,1737878400000.0,710000,1.0,-73.98046,False,40.77913,72520872,3664,,0,169 W 73rd St APT 6,New York,NY 10023
803,1,0,CONDO,,Apt 2,-46000.0,1250400.0,54,1736928000000.0,1249000,3.0,-73.95303,False,40.718758,83046811,5690,,0,217 N 11th St APT 2,Brooklyn,NY 11211
805,2,0,CONDO,,I4K,,2124000.0,10,,2200000,3.0,-73.99188,False,40.698486,445922645,,,1415,75 Henry St #I4K,Brooklyn,NY 11201
809,1,0,CONDO,,8D,,503100.0,58,,499000,2.0,-73.93454,False,40.763443,443188746,,,0,33-64 21st St #8D,Astoria,NY 11106
811,1,0,CONDO,,Apt 4E,-7000.0,314800.0,183,1706256000000.0,328000,2.0,-73.82618,False,40.77334,2068768077,2371,,950,26-25 Union Street #4E,Flushing,NY 11354
813,2,0,CONDO,,Apt 4F,,,18,,650000,2.0,-74.03826,False,40.617085,245029837,3253,,1200,9425 Shore Rd APT 4F,Brooklyn,NY 11209
815,1,0,CONDO,,Apt 43,-25000.0,747800.0,152,1735718400000.0,725000,1.0,-74.002174,False,40.736515,72514104,4865,,0,227 W 11th St APT 43,Manhattan,NY 10014
817,1,0,CONDO,,284,,,9,,479000,3.0,-73.78129,False,40.783546,446144362,,,1100,16-08 212 Street #284,Bayside,NY 11360
